h_type	date	adress	loc	num_floor	unit_per_floor	price	age	statuse	view	doc_status	north	sought	west	east	floor	area	num_sleep	tel	kitch	service	floor_covering	open	parking	warehouse	balcony	equipment
آپارتمان	1402/06/05	تهرانپارس خ استخر	4	3	1	2,200,000,000 تومان	8	تخلیه	سنگ	قولنامه اي	0	1	0	0	1	48	1	1	MDF	ايرانی	سنگ	1	0	0	0	کولر_گاز
آپارتمان	1402/06/01	لویزان شیان	4	5	4	10,000,000,000 تومان	19	اجاره	سنگ	شخصي	1	0	0	0	2	91	2	1	MDF	ايراني فرنگي	سراميک	1	1	0	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/09	هنگام شمیران نو	4	4	1	2,200,000,000 تومان	5	تخلیه	سنگ	قولنامه اي	0	1	0	0	همكف	50	1	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/08	بنی هاشم خ قدیری	4	5	2	9,000,000,000 تومان	4	تخلیه	سنگ	شخصي	1	0	0	0	1	75	1	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/01	تهرانپارس بلوار پروین تقاطع 133و135	4	4	2	4,600,000,000 تومان	23	مسکونی	سراميک	شخصي	0	1	0	0	2	78	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/02	تهران پارس خ 120	4	5	4	4,800,000,000 تومان	18	تخلیه	سنگ	شخصي	0	1	0	0	4	64	2	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	فرجام غربی بین عبادی و سراج	4	4	4	12,870,000,000 تومان	17	تخلیه	سنگ	شخصي	0	1	0	0	همكف	143	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/12	فرجام خ كمانی	4	5	3	4,200,000,000 تومان	18	اجاره	سنگ	شخصي	1	0	0	0	5	53	1	1	MDF	ايرانی	پارکت	1	0	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/30	قنات كوثر بلواراستقلال	4	4	3	11,430,000,000 تومان	11	تخلیه	سنگ	شخصي	0	1	1	0	2	127	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/05	جشنواره خ نقدی	4	5	4	3,880,000,000 تومان	12	مسکونی	سنگ	شخصي	0	1	0	0	2	53	1	1	هایگلاس	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/29	مجیدیه شمالی خ استاد حسن بنا	4	5	4	4,300,000,000 تومان	19	اجاره	سنگ	شخصي	1	0	0	0	3	52	1	1	MDF	فرنگی	سنگ	1	0	1	1	شوفاژ_کولر_پکیج_گاز
آپارتمان	1402/06/01	جشنواره خ زهدی	4	6	2	2,250,000,000 تومان	8	تخلیه	سنگ	قولنامه اي	0	1	0	0	4	52	2	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/08	سراج ك ذاكری	4	4	2	3,990,000,000 تومان	16	مسکونی	سنگ	شخصي	1	0	0	0	3	57	1	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_پکیج_گاز
آپارتمان	1402/06/12	تهران پارس بین بلوار و خیری	4	6	2	9,000,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	1	0	0	3	100	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/29	هروی حسین آباد خ مژده	4	11	11	14,790,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	11	102	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز
آپارتمان	1402/05/30	فرجام غربی خ محمدباقری	4	5	3	5,800,000,000 تومان	12	مسکونی	سنگ	اوقافي	0	1	0	0	3	80	1	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/04	فرجام غربی خ ولیعصر	4	4	1	5,500,000,000 تومان	8	مسکونی	سنگ	شخصي	1	0	0	0	2	66	2	1	MDF	ايرانی	سراميک	1	0	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/12	جشنواره خ امین	4	4	1	2,200,000,000 تومان	9	مسکونی	سنگ	قولنامه اي	1	0	0	0	2	55	1	1	MDF	ايرانی	سراميک	1	0	0	0	کولر_گاز
آپارتمان	1402/06/11	تهران پارس فلكه 1 خ 148	4	6	2	12,000,000,000 تومان	8	مسکونی	سنگ	شخصي	1	0	0	0	6	92	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/01	تهرانپارس فلكه سوم خ كمیل میرزازاده	4	5	2	9,900,000,000 تومان	18	مسکونی	سنگ	شخصي	1	0	0	0	1	110	3	1	MDF	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/08	فرجام غربی خ حیدرخانی	4	4	2	4,200,000,000 تومان	17	مسکونی	سنگ	شخصي	1	0	0	0	3	60	1	1	MDF	ايراني فرنگي	سراميک	0	1	1	1	کولر_پکیج_گاز
آپارتمان	1402/06/08	حكیمیه خ پیام	4	6	2	11,250,000,000 تومان	5	مسکونی	ترکیبی	شخصي	1	0	0	0	3	125	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/28	دلاوران خ تكاوران	4	6	2	5,650,000,000 تومان	5	اجاره	سنگ	شخصي	1	0	0	0	6	80	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/05	تهران پارس بلوار پروین ك آذری	4	6	2	7,200,000,000 تومان	6	مسکونی	سنگ	شخصي	0	1	0	0	2	92	2	1	MDF	ايرانی	سراميک	1	1	0	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/31	اتوبان بابایی شهرك بهشتی	4	21	10	8,900,000,000 تومان	نوساز	تخلیه	سنگ	تعاوني	0	1	0	0	14	100	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/06	هنگام شمیران نو خ ریوندی	4	4	1	2,500,000,000 تومان	30	اجاره	سنگ	قولنامه اي	0	0	0	1	1	72	1	1	فلزي	ايرانی	موکت	0	0	1	0	کولر_گاز
آپارتمان	1402/06/13	هنگام شمیران نو خ یكم	4	3	1	2,000,000,000 تومان	18	مسکونی	سنگ	قولنامه اي	1	0	0	0	3	65	1	1	MDF	ايرانی	سراميک	1	0	0	0	کولر_گاز
آپارتمان	1402/05/30	حكیمیه فاز 3	4	6	2	13,225,000,000 تومان	1	تخلیه	سنگ	شخصي	1	0	0	0	5	115	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	آسانسور_پکیج_گاز
آپارتمان	1402/06/07	تهرانپارس بین خ 113 و دماوند	4	5	1	12,880,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	2	140	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/11	هنگام شمیران نو خ غفاری جنوبی	4	5	1	3,000,000,000 تومان	15	تخلیه	سنگ	قولنامه اي	1	0	0	0	3	90	2	1	MDF	ايرانی	سراميک	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/07	شمس آباد خ ریحانی	4	5	4	8,250,000,000 تومان	9	تخلیه	سنگ	شخصي	0	1	0	0	4	65	1	1	MDF	فرنگی	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/29	سراج ك كریمی	4	5	2	10,000,000,000 تومان	1	مسکونی	سنگ	شخصي	0	1	0	0	1	120	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/05	شمس اباد خ منصوری	4	4	1	6,365,000,000 تومان	9	تخلیه	سنگ	شخصي	0	1	0	0	2	67	2	1	MDF	ايراني فرنگي	سنگ	1	0	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/08	هنگام شمیران نو	4	5	2	4,225,000,000 تومان	2	مسکونی	سنگ	مشاع	1	1	0	0	6	65	1	1	MDF	ايرانی	سراميک	1	1	0	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/05	تهرانپارس بلوار پروین خ 212	4	4	2	3,780,000,000 تومان	24	تخلیه	آجر سه سانت	شخصي	0	1	0	0	4	63	2	1	فلزي	ايرانی	موکت	0	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/04	تهران پارس بین باقری و قزاقی	4	5	2	8,740,000,000 تومان	7	تخلیه	تراورتن	شخصي	0	1	0	0	2	92	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_پکیج
آپارتمان	1402/05/30	تهرانپارس فلكه اول	4	4	2	10,000,000,000 تومان	30	تخلیه	سنگ	شخصي	0	1	0	0	2	100	2	1	چوبي فلزي	ايراني فرنگي	سنگ	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/05/30	تهرانپارس خ استخر	4	4	4	5,700,000,000 تومان	13	مسکونی	گرانيت	شخصي	1	0	0	0	2	77	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/02	تهرانپارس توحید شمالی	4	4	1	12,500,000,000 تومان	18	مسکونی	سنگ	شخصي	1	0	0	0	3	118	3	1	MDF	ايراني فرنگي	لامنيت	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/04	بنی هاشم نرسیده به خ شاهمرادی	4	3	2	4,150,000,000 تومان	22	اجاره	سنگ و رومي	شخصي	1	0	0	0	3	58	1	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/05	هنگام خ كریمی	4	5	4	5,600,000,000 تومان	20	مسکونی	سنگ	شخصي	1	0	0	0	3	69	1	1	MDF	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/04	فرجام  حیدرخانی	4	5	2	9,000,000,000 تومان	3	اجاره	سنگ	شخصي	1	1	0	0	5	85	2	1	MDF	ايرانی	سنگ	1	1	0	0	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/12	میدان رسالت خ طرقی	4	5	2	12,650,000,000 تومان	4	اجاره	سنگ	شخصي	1	0	0	0	3	115	2	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	آسانسور
آپارتمان	1402/06/13	لویزان خ جعفریان	4	4	4	6,966,000,000 تومان	6	تخلیه	سنگ	شخصي	1	0	0	0	4	81	2	1	MDF	ايرانی	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/05	تهران پارس خ 196 غربی خ ایزدپناه	4	5	4	7,500,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	0	1	0	0	5	68	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/13	فرجام خ برادران باقری	4	4	1	6,528,000,000 تومان	نوساز	تخلیه	تراورتن	شخصي	0	1	0	0	4	64	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/13	تهران پارس خ استخر	4	5	2	6,500,000,000 تومان	4	مسکونی	سنگ	شخصي	0	1	0	0	1	78	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/01	فرجام بعداز چهارراه ولیعصر	4	5	3	5,500,000,000 تومان	18	مسکونی	سنگ	شخصي	1	0	0	0	2	55	1	1	MDF	ايرانی	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/29	تهرانپارس بلوار پروین 196شرقی	4	4	2	4,500,000,000 تومان	20	تخلیه	سنگ	شخصي	0	1	0	0	4	60	1	1	MDF	فرنگی	سراميک	1	1	1	0	کولر_گاز
آپارتمان	1402/05/26	هروی حسین آباد	4	11	2	43,740,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	1	0	0	10	243	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز
آپارتمان	1402/06/04	شمس آباد خ منصوری	4	5	4	4,550,000,000 تومان	15	اجاره	سنگ	شخصي	1	0	0	0	5	52	1	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/07	هروی حسین اباد	4	11	9	21,360,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	مختلف	178	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/08	تهران پارس خ توحید خ نوروزیان	4	5	4	9,600,000,000 تومان	12	مسکونی	سنگ	شخصي	1	0	0	0	5	97	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/14	تهرانپارس خ رشید	4	4	3	4,300,000,000 تومان	16	تخلیه	سنگ	شخصي	0	1	0	0	4	53	1	1	MDF	ايرانی	پارکت	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/05/31	اتوبان بابایی شهرك شهید بهشتی	4	8	4	7,500,000,000 تومان	16	تخلیه	سنگ	تعاوني	1	0	1	0	7	105	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/09	تهران پارس فلكه چهارم انتهای خ توحید	4	8	2	12,000,000,000 تومان	14	تخلیه	رومي	شخصي	0	1	0	0	8	136	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/14	هروی خ گلزار	4	4	1	13,200,000,000 تومان	5	اجاره	سنگ	شخصي	0	1	0	0	3	108	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/05	تهرانپارس 4راه تیرانداز	4	3	4	15,500,000,000 تومان	25	تخلیه	سنگ	شخصي	1	1	0	0	1	178	3	1	MDF	ايرانی	پارکت	1	1	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/05/30	شمس اباد بلوار بیژن	4	5	1	20,400,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	مختلف	170	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/04	فرجام خ حیدرخانی	4	5	2	6,960,000,000 تومان	7	تخلیه	سنگ	شخصي	0	1	0	0	4	87	2	1	MDF	ايراني فرنگي	سنگ	1	0	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/12	مجیدیه شمالی خ استاد حسن بنا	4	5	3	6,375,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	3	75	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	جشنواره خ هلیسائی	4	4	1	3,300,000,000 تومان	17	تخلیه	سنگ	شخصي	1	0	0	0	4	67	2	1	MDF	ايرانی	سنگ	1	0	1	1	شوفاژ_کولر_پکیج_گاز
آپارتمان	1402/06/07	تهرانپارس فلكه چهارم خ توحید	4	4	1	7,316,000,000 تومان	10	تخلیه	سنگ	شخصي	1	0	0	0	2	62	1	1	MDF	ايرانی	سنگ	0	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/05	قنات كوثر خ مسجد	4	4	3	6,250,000,000 تومان	17	مسکونی	سنگ	شخصي	1	0	0	0	3	80	2	1	MDF	ايرانی	سراميک	1	1	0	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/12	بنی هاشم خ قدیری	4	4	2	5,200,000,000 تومان	14	تخلیه	سنگ	شخصي	0	0	0	1	1	70	1	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/12	فرجام خ احدزاده	4	5	2	14,300,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	1	135	3	1	دلخواه	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/09	تهرانپارس فلكه سوم بین عادل و طاهری	4	4	2	5,700,000,000 تومان	20	مسکونی	سنگ	شخصي	0	1	0	0	1	74	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/09	جشنواره خ سجده ای جنوبی	4	5	2	10,890,000,000 تومان	20	مسکونی	سنگ	شخصي	1	0	0	0	4	121	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/12	فرجام خ حیدرخانی	4	3	1	4,000,000,000 تومان	24	اجاره	سنگ	شخصي	1	0	0	0	3	54	1	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/04	هنگام 4راه استقلال	4	3	4	3,800,000,000 تومان	17	تخلیه	آجر	شخصي	0	1	0	0	3	57	1	1	MDF	ايرانی	سراميک	1	1	1	1	کولر_گاز
آپارتمان	1402/06/12	دلاوران والائیان جنوبی	4	4	2	4,200,000,000 تومان	12	اجاره	سنگ	شخصي	1	0	0	0	4	60	1	1	هایگلاس	ايرانی	سراميک	0	1	1	0	شوفاژ_کولر_پکیج_گاز
آپارتمان	1402/06/14	حكیمیه نرسیده به خ یاس	4	5	2	11,270,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	2	115	2	1	چوبي	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/08	هنگام شمیران نو	4	5	2	4,875,000,000 تومان	4	مسکونی	سنگ	مشاع	1	1	0	0	4	75	2	1	MDF	ايرانی	سراميک	1	1	0	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/12	شمس اباد خ قلیچ خانی	4	3	1	7,500,000,000 تومان	20	اجاره	سنگ	شخصي	1	0	0	0	3	98	2	1	MDF	ايراني فرنگي	پارکت	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/08	تهرانپارس خ استخر	4	4	4	4,800,000,000 تومان	20	تخلیه	سنگ	شخصي	0	1	0	0	2	68	1	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/08	حكیمیه خ سازمان آب	4	4	2	6,500,000,000 تومان	20	مسکونی	سنگ	شخصي	0	1	0	0	2	109	2	1	MDF	ايرانی	سراميک	1	0	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/07	خواجه عبداله نرسیده به ك 18	4	4	1	15,500,000,000 تومان	10	مسکونی	سنگ	شخصي	1	0	0	0	4	123	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/30	هروی حسین اباد	4	11	9	13,200,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	7	110	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/04	هنگام خ طاهرخانی خ هفتم آذر	4	5	2	8,700,000,000 تومان	17	مسکونی	سنگ	شخصي	0	1	0	0	2	97	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/04	تهران پارس بین فلكه 1و2	4	4	1	12,150,000,000 تومان	30	مسکونی	سنگ	شخصي	0	1	0	0	3	135	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/05/29	لویزان شیان	4	4	2	8,700,000,000 تومان	18	اجاره	سنگ	شخصي	1	1	0	0	3	97	2	1	MDF	ايرانی	سراميک	1	1	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/07	حكیمیه فاز 2 دانشگاه كوچه بشارت	4	5	4	12,000,000,000 تومان	12	مسکونی	سنگ	شخصي	0	1	0	0	4	110	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/11	قنات كوثر بلوار مطهری	4	4	2	7,500,000,000 تومان	20	اجاره	سنگ	شخصي	0	1	0	0	1	93	2	1	MDF	ايراني فرنگي	پارکت	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/08	تهران پارس بلوار پروین بین 135و137	4	4	2	3,200,000,000 تومان	20	اجاره	سنگ	شخصي	0	1	0	0	4	47	1	1	MDF	ايرانی	سراميک	1	0	1	0	کولر_گاز
آپارتمان	1402/06/07	تهرانپارس خ جلیلوند	4	5	2	12,305,000,000 تومان	1	تخلیه	سنگ	شخصي	1	0	0	0	2	115	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/04	هروی حسین آباد	4	12	9	14,500,000,000 تومان	نوساز	اجاره	سنگ	شخصي	0	0	1	0	2	116	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/05/30	تهران پارس بلوار پروین خ شادآلویی	4	4	4	3,900,000,000 تومان	12	مسکونی	سنگ	شخصي	0	1	0	0	4	55	1	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/05/29	تهرانپارس بلوار اردیبهشت	4	5	2	8,000,000,000 تومان	18	تخلیه	گرانيت	شخصي	1	0	0	0	2	98	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/09	تهرانپارس خ استخر	4	4	4	4,900,000,000 تومان	10	تخلیه	سنگ	شخصي	0	1	0	0	3	62	1	1	MDF	ايرانی	پارکت	1	1	1	1	کولر_آسانسور_گاز
آپارتمان	1402/06/01	فرجام بلوار اردیبهشت	4	5	1	6,950,000,000 تومان	7	اجاره	سنگ	شخصي	0	1	0	0	1	80	2	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/13	تهران پارس خ استخر	4	5	2	7,300,000,000 تومان	7	مسکونی	سنگ	شخصي	1	0	0	0	4	85	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/12	حكیمیه فاز یك	4	4	1	14,630,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	1	0	0	4	133	3	1	چوبي	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_پکیج
آپارتمان	1402/06/12	تهران پارس خ 220 غربی	4	4	1	5,800,000,000 تومان	20	تخلیه	سنگ	شخصي	1	0	0	0	1	78	2	1	MDF	ايرانی	سنگ	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/09	جشنواره نرسیده به خ فتاحی	4	4	4	3,500,000,000 تومان	20	مسکونی	آجر سه سانت	شخصي	1	0	0	0	همكف	53	1	1	هایگلاس	ايرانی	سراميک	1	1	1	1	کولر_گاز
آپارتمان	1402/06/07	تهران پارس خ 112	4	4	3	5,400,000,000 تومان	20	مسکونی	سنگ	شخصي	0	1	0	0	2	62	1	1	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_گاز
آپارتمان	1402/06/04	شهید عراقی خ ملكی نسب	4	5	2	13,500,000,000 تومان	9	اجاره	سنگ	شخصي	0	1	0	0	2	102	2	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/31	سراج والائیان جنوبی	4	4	1	6,500,000,000 تومان	30	تخلیه	آجر سه سانت	شخصي	0	1	0	0	2	94	2	1	MDF	ايرانی	سراميک	1	0	0	1	کولر_گاز
آپارتمان	1402/06/07	جشنواره خ زهدی	4	5	4	4,400,000,000 تومان	10	مسکونی	سنگ	شخصي	0	1	0	0	4	68	1	1	MDF	ايرانی	سراميک	1	0	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/05	جشنواره خ احسان	4	4	4	3,200,000,000 تومان	24	مسکونی	سنگ	شخصي	0	1	0	0	1	80	2	1	MDF	ايرانی	سراميک	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/05/29	تهرانپارس فلكه سوم خ 186	4	4	2	7,300,000,000 تومان	30	مسکونی	سنگ	شخصي	0	1	0	0	4	110	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/05/28	تهرانپارس خ استخر	4	5	3	5,550,000,000 تومان	10	تخلیه	سنگ	شخصي	1	0	0	0	2	65	1	1	MDF	ايرانی	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز
آپارتمان	1402/06/08	بنی هاشم خ رحیمی كلور	4	4	1	4,200,000,000 تومان	12	اجاره	سنگ	شخصي	1	0	0	0	3	48	1	1	MDF	ايرانی	سنگ	1	0	0	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/04	تهرانپارس خ 206	4	4	1	8,400,000,000 تومان	20	تخلیه	سنگ	شخصي	0	1	0	0	3	134	2	1	MDF	ايرانی	سراميک	1	0	1	1	شوفاژ_کولر
آپارتمان	1402/06/07	تهران پارس بلوار پروین خ 196 شرقی خ 135	4	5	2	9,200,000,000 تومان	نوساز	تخلیه	سنگ	شخصي	1	0	0	0	2	120	3	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	آسانسور_پکیج_گاز
آپارتمان	1402/05/29	اتوبان بابایی شهرك بهشتی	4	19	20	8,300,000,000 تومان	نوساز	تخلیه	سنگ	تعاوني	0	1	0	0	7	97	2	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/06/06	شمس آباد خ ریحانی	4	6	4	6,800,000,000 تومان	19	اجاره	سنگ	شخصي	1	0	0	0	6	72	2	1	MDF	ايراني فرنگي	سنگ	1	0	0	0	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/28	بنی هاشم نرسیده به خ رحیمی	4	3	2	4,500,000,000 تومان	6	تخلیه	سنگ	شخصي	0	1	0	0	3	60	1	2	MDF	ايراني فرنگي	سراميک	1	0	1	1	شوفاژ_کولر_گاز
آپارتمان	1402/06/08	تهران پارس میدان پروین بین خ 133و 131	4	3	1	2,200,000,000 تومان	15	تخلیه	سنگ	قولنامه اي	0	1	0	0	3	60	1	1	MDF	ايرانی	سراميک	1	0	0	0	کولر_گاز
آپارتمان	1402/05/29	شمس آباد شهید كرد	4	5	2	11,400,000,000 تومان	3	تخلیه	سنگ	شخصي	1	0	0	0	4	120	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز
آپارتمان	1402/05/30	جشنواره خ زهدی	4	6	4	3,750,000,000 تومان	10	تخلیه	سنگ	قولنامه اي	0	1	0	0	3	75	2	1	MDF	ايرانی	سراميک	1	0	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز
